success:1035494|26;
success:12016084|3;
success:12017464|3;
success:12001742|3;
success:12001540|3;
success:12013358|2;
success:12010438|2;
success:12008257|2;
success:12010474|2;
success:12012308|2;
success:12010544|2;
success:12012613|2;
success:12004667|2;
success:12002787|2;
success:12015527|2;
success:12011479|2;
success:12007243|2;
success:12011352|2;
success:12016305|2;
success:12006124|2;
success:12018303|2;
success:12005444|2;
success:12007778|2;
success:12000511|2;
success:12017932|2;
success:12005482|2;
success:12018802|2;
success:12009270|2;
success:12012960|2;
success:12016304|2;
success:12006569|2;
success:12004303|2;
success:12019274|2;
success:12006875|2;
success:12008378|2;
success:12019242|2;
success:12009316|2;
success:12001368|2;
success:12019120|2;
success:12001161|2;
success:12005622|2;
success:12007352|2;
success:12011860|1;
success:12013577|1;
success:12009830|1;
success:12003241|1;
success:12016670|1;
success:12019017|1;
success:12002749|1;
success:12002546|1;
success:12017282|1;
success:12016807|1;
success:12011178|1;
success:12008444|1;
success:12017621|1;
success:12017715|1;
success:12005025|1;
success:12010448|1;
success:12000958|1;
success:12007254|1;
success:12006294|1;
success:12000132|1;
success:12010379|1;
success:12003239|1;
success:12017091|1;
success:12015664|1;
success:12012877|1;
success:12011443|1;
success:12018810|1;
success:12011293|1;
success:12014228|1;
success:12001817|1;
success:12002738|1;
success:12017240|1;
success:12015716|1;
success:12010794|1;
success:12004607|1;
success:12004332|1;
success:12006099|1;
success:12014572|1;
success:12008735|1;
success:12015297|1;
success:12011339|1;
success:12004243|1;
success:12016554|1;
success:12001472|1;
success:12009364|1;
success:12001081|1;
success:12008539|1;
success:12004837|1;
success:12000283|1;
success:12016490|1;
success:12006075|1;
success:12009630|1;
success:12005227|1;
success:12009556|1;
success:12009548|1;
success:12012832|1;
success:12001799|1;
success:12012139|1;
success:12008112|1;
success:12009296|1;
success:12012705|1;
success:12018864|1;
success:12013376|1;
success:12001250|1;
success:12016584|1;
success:12014650|1;
success:12004425|1;
success:12009358|1;
success:12014921|1;
success:12013215|1;
success:12010313|1;
success:12019086|1;
success:12018878|1;
success:12016805|1;
success:12001530|1;
success:12000962|1;
success:12014536|1;
success:12001476|1;
success:12010203|1;
success:12017337|1;
success:12010505|1;
success:12018052|1;
success:12004484|1;
success:12007975|1;
success:12011342|1;
success:12006708|1;
success:12006886|1;
success:12000390|1;
success:12000591|1;
success:12006450|1;
success:12003815|1;
success:12004699|1;
success:12007914|1;
success:12002095|1;
success:12000942|1;
success:12014577|1;
success:12005841|1;
success:12010113|1;
success:12002849|1;
success:12001466|1;
success:12000572|1;
success:12003565|1;
success:12001486|1;
success:12002188|1;
success:12012995|1;
success:12013638|1;
success:12008512|1;
success:12010026|1;
success:12001791|1;
success:12001461|1;
success:12006253|1;
success:12004724|1;
success:12013441|1;
success:12014938|1;
success:12010856|1;
success:12001236|1;
success:12016572|1;
success:12005357|1;
success:12003051|1;
success:12005508|1;
success:12003137|1;
success:12017318|1;
success:12004355|1;
success:12005585|1;
success:12003653|1;
success:13004222|4;
success:13009166|3;
success:13000152|3;
success:13003277|3;
success:13002246|2;
success:13002789|2;
success:13005291|2;
success:13005881|2;
success:13011399|2;
success:13002465|2;
success:13002371|2;
success:13007683|2;
success:13006278|2;
success:13009724|2;
success:13003172|2;
success:13004305|1;
success:13007829|1;
success:13006454|1;
success:13007309|1;
success:13000972|1;
success:13005725|1;
success:13002362|1;
success:13008232|1;
success:13005717|1;
success:13011073|1;
success:13004198|1;
success:13011121|1;
success:13008789|1;
success:13003448|1;
success:13004232|1;
success:13002074|1;
success:13008679|1;
success:13008678|1;
success:13004855|1;
success:13008585|1;
success:13004443|1;
success:13001067|1;
success:13004639|1;
success:13005119|1;
success:13006093|1;
success:13009078|1;
success:13009846|1;
success:13010316|1;
success:13010320|1;
success:13007916|1;
success:13001523|1;
success:13006544|1;
success:13005997|1;
success:13010370|1;
success:13011676|1;
success:13005546|1;
success:13004635|1;
success:13003923|1;
success:13003762|1;
success:13008912|1;
success:13011251|1;
success:13003220|1;
success:13001358|1;
success:13007923|1;
success:13008669|1;
success:13003103|1;
success:13000918|1;
success:13008187|1;
success:13011766|1;
success:13009459|1;
success:13006819|1;
success:13001485|1;
success:13007269|1;
success:13009034|1;
success:13002502|1;
success:13002967|1;
success:13011384|1;
success:13006129|1;
success:13007311|1;
success:13003758|1;
success:13001723|1;
success:13008921|1;
success:13005012|1;
success:13011645|1;
success:13010416|1;
success:13002364|1;
success:13002884|1;
success:13002105|1;
success:13002933|1;
success:13008426|1;
success:13003720|1;
success:13007871|1;
success:13003255|1;
success:13006057|1;
success:13007577|1;
success:13003417|1;
success:13009272|1;
success:13005289|1;
success:13006438|1;
success:13011820|1;
success:13000253|1;
success:13011413|1;
success:13009430|1;
success:13003774|1;
success:13006842|1;
success:13001747|1;
success:13003139|1;
success:13002357|1;
success:14001741|17;
success:14003590|15;
success:14007488|10;
success:14000904|5;
success:14007961|3;
success:14001237|2;
success:14000706|2;
success:14000386|2;
success:14000465|2;
success:14005275|2;
success:14010246|2;
success:14000506|2;
success:14000666|2;
success:14001539|2;
success:14004271|2;
success:14004015|2;
success:14002120|2;
success:14005292|2;
success:14003765|2;
success:14003400|2;
success:14008644|2;
success:14006329|2;
success:14007973|2;
success:14003181|1;
success:14012149|1;
success:14010884|1;
success:14005084|1;
success:14002231|1;
success:14002597|1;
success:14003480|1;
success:14002163|1;
success:14010553|1;
success:14002812|1;
success:14009422|1;
success:14001456|1;
success:14011960|1;
success:14001165|1;
success:14005881|1;
success:14005255|1;
success:14002395|1;
success:14005719|1;
success:14009423|1;
success:14004323|1;
success:14009134|1;
success:14005268|1;
success:14008894|1;
success:14008979|1;
success:14002423|1;
success:14002892|1;
success:14001391|1;
success:14010698|1;
success:14000367|1;
success:14009297|1;
success:14003477|1;
success:14008401|1;
success:14007960|1;
success:14010379|1;
success:14002104|1;
success:14005902|1;
success:14003553|1;
success:14000180|1;
success:14001560|1;
success:14010745|1;
success:14004532|1;
success:14003659|1;
success:14005114|1;
success:14006656|1;
success:14002804|1;
success:14011919|1;
success:14010994|1;
success:14005669|1;
success:14005188|1;
success:14006310|1;
success:14009444|1;
success:14006380|1;
success:14009754|1;
success:14000572|1;
success:14000591|1;
success:14003836|1;
success:14012072|1;
success:14009070|1;
success:14003647|1;
success:14010829|1;
success:14007204|1;
success:14003270|1;
success:14007894|1;
success:14010547|1;
success:14004635|1;
success:14002016|1;
success:14006294|1;
success:14003290|1;
success:14003655|1;
success:14005909|1;
success:14010622|1;
success:14002482|1;
success:14010764|1;
success:15006399|5;
success:15008361|4;
success:15006215|3;
success:15004930|3;
success:15006930|2;
success:15010787|2;
success:15006323|2;
success:15007553|2;
success:15007819|2;
success:15001147|2;
success:15010150|2;
success:15005664|2;
success:15003056|2;
success:15001427|2;
success:15006057|2;
success:15004226|2;
success:15005000|1;
success:15006038|1;
success:15006570|1;
success:15008924|1;
success:15009778|1;
success:15010778|1;
success:15009092|1;
success:15002464|1;
success:15001563|1;
success:15010995|1;
success:15007583|1;
success:15006257|1;
success:15007712|1;
success:15005875|1;
success:15008903|1;
success:15011974|1;
success:15000605|1;
success:15003458|1;
success:15000700|1;
success:15001175|1;
success:15005343|1;
success:15002335|1;
success:15005642|1;
success:15002044|1;
success:15008105|1;
success:15005351|1;
success:15010277|1;
success:15005682|1;
success:15006187|1;
success:15009564|1;
success:15007257|1;
success:15011127|1;
success:15010091|1;
success:15001781|1;
success:15001959|1;
success:15006651|1;
success:15004528|1;
success:15000925|1;
success:15009175|1;
success:15000982|1;
success:15006501|1;
success:15001007|1;
success:15009241|1;
success:15006569|1;
success:15005712|1;
success:15010018|1;
success:15012132|1;
success:15004520|1;
success:15006797|1;
success:15009669|1;
success:15004560|1;
success:15008651|1;
success:15001861|1;
success:15009925|1;
success:15004401|1;
success:15000737|1;
success:15003207|1;
success:15009506|1;
success:15010431|1;
success:15006957|1;
success:15005921|1;
success:15000634|1;
success:15000277|1;
success:15001802|1;
success:15002286|1;
success:15006758|1;
success:15010617|1;
success:15008988|1;
success:15001358|1;
success:15008795|1;
success:16004749|3;
success:16011347|3;
success:16009245|3;
success:16007832|2;
success:16008405|2;
success:16012627|2;
success:16009031|2;
success:16005590|2;
success:16005568|2;
success:16011419|2;
success:16002366|2;
success:16000525|2;
success:16003677|2;
success:16009838|2;
success:16011291|2;
success:16000111|2;
success:16011771|2;
success:16010043|2;
success:16004792|2;
success:16007810|2;
success:16005854|2;
success:16007616|2;
success:16010777|2;
success:16001784|2;
success:16006631|1;
success:16006391|1;
success:16001256|1;
success:16007063|1;
success:16006575|1;
success:16004511|1;
success:16005427|1;
success:16002876|1;
success:16006320|1;
success:16011903|1;
success:16008139|1;
success:16011561|1;
success:16000154|1;
success:16012852|1;
success:16005893|1;
success:16003253|1;
success:16004223|1;
success:16003492|1;
success:16010569|1;
success:16010185|1;
success:16008003|1;
success:16000587|1;
success:16003891|1;
success:16000131|1;
success:16000559|1;
success:16011306|1;
success:16009599|1;
success:16005131|1;
success:16010649|1;
success:16012597|1;
success:16004863|1;
success:16001266|1;
success:16001804|1;
success:16000718|1;
success:16001825|1;
success:16011543|1;
success:16000014|1;
success:16003097|1;
success:16003055|1;
success:16009821|1;
success:16012648|1;
success:16009991|1;
success:16010117|1;
success:16007827|1;
success:16004815|1;
success:16002043|1;
success:16006410|1;
success:16009589|1;
success:16000308|1;
success:16011089|1;
success:16009756|1;
success:16000114|1;
success:16006095|1;
success:16004724|1;
success:16005779|1;
success:16003914|1;
success:16006057|1;
success:16008189|1;
success:16000860|1;
success:16000915|1;
success:16005776|1;
success:16001925|1;
success:16000630|1;
success:16006218|1;
success:16005385|1;
success:16005030|1;
success:16000577|1;
success:16002456|1;
success:16007220|1;
success:16005059|1;
success:16012044|1;
success:16009211|1;
success:16003099|1;
success:16007586|1;
success:16012860|1;
success:17010214|7;
success:17006758|5;
success:17008108|3;
success:17000008|3;
success:17005058|3;
success:17011660|3;
success:17001912|2;
success:17000928|2;
success:17007114|2;
success:17004333|2;
success:17000103|2;
success:17012304|2;
success:17005544|2;
success:17007988|2;
success:17004659|2;
success:17007376|2;
success:17005278|1;
success:17009142|1;
success:17004641|1;
success:17010775|1;
success:17009612|1;
success:17012691|1;
success:17011744|1;
success:17003325|1;
success:17012078|1;
success:17000588|1;
success:17001458|1;
success:17002084|1;
success:17013004|1;
success:17001864|1;
success:17009651|1;
success:17006949|1;
success:17007640|1;
success:17006063|1;
success:17005779|1;
success:17002975|1;
success:17011290|1;
success:17002022|1;
success:17007822|1;
success:17006115|1;
success:17000903|1;
success:17004742|1;
success:17000137|1;
success:17002673|1;
success:17006014|1;
success:17001620|1;
success:17000010|1;
success:17003219|1;
success:17012121|1;
success:17004935|1;
success:17010745|1;
success:17001043|1;
success:17008685|1;
success:17005333|1;
success:17011426|1;
success:17004540|1;
success:17012224|1;
success:17007609|1;
success:17004760|1;
success:17001682|1;
success:17009394|1;
success:17012634|1;
success:17003643|1;
success:17004808|1;
success:17009616|1;
success:17010085|1;
success:17001585|1;
success:17010476|1;
success:17005375|1;
success:17004737|1;
success:17008011|1;
success:17002310|1;
success:17007148|1;
success:17010455|1;
success:17012887|1;
success:17012512|1;
success:17000119|1;
success:17010003|1;
success:17003009|1;
success:17008197|1;
success:17002511|1;
success:17012637|1;
success:17001512|1;
success:17012638|1;
success:17007231|1;
success:17011495|1;
success:17008007|1;
success:17003173|1;
success:18000582|7;
success:18009959|4;
success:18004433|4;
success:18001360|3;
success:18011928|3;
success:18006352|3;
success:18008065|3;
success:18011204|3;
success:18002034|3;
success:18010992|2;
success:18006828|2;
success:18009658|2;
success:18006880|2;
success:18010449|2;
success:18012622|2;
success:18007983|2;
success:18002698|2;
success:18004732|2;
success:18008654|2;
success:18011199|2;
success:18010007|2;
success:18005224|2;
success:18002463|2;
success:18004678|2;
success:18005812|2;
success:18011567|2;
success:18006546|1;
success:18011555|1;
success:18000413|1;
success:18005478|1;
success:18013045|1;
success:18013040|1;
success:18010656|1;
success:18002380|1;
success:18009707|1;
success:18004712|1;
success:18007785|1;
success:18002223|1;
success:18009939|1;
success:18003817|1;
success:18003258|1;
success:18002579|1;
success:18005960|1;
success:18005896|1;
success:18001199|1;
success:18001696|1;
success:18001185|1;
success:18011979|1;
success:18004375|1;
success:18004968|1;
success:18009725|1;
success:18007527|1;
success:18010163|1;
success:18000967|1;
success:18010521|1;
success:18000887|1;
success:18003863|1;
success:18005146|1;
success:18004003|1;
success:18005727|1;
success:18005859|1;
success:18000852|1;
success:18009286|1;
success:18002627|1;
success:18003324|1;
success:18013021|1;
success:18009680|1;
success:18005417|1;
success:18012976|1;
success:18009066|1;
success:18007735|1;
success:18010151|1;
success:18000484|1;
success:18009568|1;
success:18011619|1;
success:18003101|1;
success:18007644|1;
success:18002874|1;
success:18008835|1;
success:18012092|1;
success:18009446|1;
success:18011291|1;
success:18001211|1;
success:18011403|1;
success:18005785|1;
success:18007071|1;
success:18012806|1;
success:18011427|1;
success:18007061|1;
success:18006295|1;
success:18012002|1;
success:18000117|1;
success:18007729|1;
success:18005420|1;
success:18006077|1;
success:18003987|1;
success:18010994|1;
success:18009050|1;
success:18009249|1;
success:18009259|1;
success:18011423|1;
success:18011745|1;
success:18012445|1;
success:18004515|1;
success:18011896|1;
success:18002478|1;
success:18006815|1;
success:19000381|4;
success:19004865|3;
success:19010038|3;
success:19010125|3;
success:19006762|3;
success:19001697|2;
success:19007602|2;
success:19012944|2;
success:19006835|2;
success:19002198|2;
success:19008358|2;
success:19005010|2;
success:19009501|2;
success:19004498|2;
success:19002351|2;
success:19010979|2;
success:19010077|2;
success:19009546|2;
success:19010584|2;
success:19008785|2;
success:19010269|2;
success:19000786|2;
success:19004595|2;
success:19001905|2;
success:19010242|2;
success:19002841|1;
success:19006729|1;
success:19004950|1;
success:19007957|1;
success:19012540|1;
success:19012917|1;
success:19002864|1;
success:19008474|1;
success:19000186|1;
success:19007575|1;
success:19005151|1;
success:19001766|1;
success:19005186|1;
success:19009391|1;
success:19009540|1;
success:19009322|1;
success:19003839|1;
success:19000936|1;
success:19003521|1;
success:19007087|1;
success:19010286|1;
success:19008988|1;
success:19003066|1;
success:19009333|1;
success:19009286|1;
success:19002930|1;
success:19012474|1;
success:19012610|1;
success:19010517|1;
success:19009467|1;
success:19012696|1;
success:19007555|1;
success:19009039|1;
success:19004246|1;
success:19005019|1;
success:19005991|1;
success:19006103|1;
success:19009079|1;
success:19008676|1;
success:19001606|1;
success:19012364|1;
success:19006742|1;
success:19002133|1;
success:19003930|1;
success:19003703|1;
success:19002924|1;
success:19004185|1;
success:19002706|1;
success:19007359|1;
success:19006487|1;
success:19000040|1;
success:19009513|1;
success:19001424|1;
success:19003172|1;
success:19003391|1;
success:19009817|1;
success:19010617|1;
success:19009730|1;
success:19008584|1;
success:19008653|1;
success:19010133|1;
success:19003075|1;
success:19002626|1;
success:20005588|11;
success:20011852|10;
success:20004358|7;
success:20009130|7;
success:20016724|5;
success:20005295|3;
success:20013476|3;
success:20007741|3;
success:20030299|3;
success:20000861|3;
success:20006321|3;
success:20024736|3;
success:20022541|3;
success:20026141|3;
success:20010769|3;
success:20018001|2;
success:20017817|2;
success:20007560|2;
success:20008571|2;
success:20016938|2;
success:20001016|2;
success:20017872|2;
success:20018146|2;
success:20023205|2;
success:20009461|2;
success:20006227|2;
success:20005519|2;
success:20029450|2;
success:20023398|2;
success:20011194|2;
success:20003007|2;
success:20000149|2;
success:20025218|2;
success:20027572|2;
success:20025249|2;
success:20027595|2;
success:20024553|2;
success:20013558|2;
success:20025373|2;
success:20024812|2;
success:20020923|2;
success:20015899|2;
success:20030157|2;
success:20026985|2;
success:20011302|2;
success:20026922|2;
success:20007365|2;
success:20006354|2;
success:20025138|2;
success:20029895|2;
success:20025413|2;
success:20011558|2;
success:20019301|2;
success:20022199|2;
success:20007075|2;
success:20015025|2;
success:20026361|2;
success:20004255|2;
success:20028361|2;
success:20019915|1;
success:20023673|1;
success:20010761|1;
success:20008772|1;
success:20022797|1;
success:20028234|1;
success:20028563|1;
success:20005762|1;
success:20029117|1;
success:20028866|1;
success:20003325|1;
success:20004931|1;
success:20020594|1;
success:20029771|1;
success:20004344|1;
success:20002987|1;
success:20009985|1;
success:20024394|1;
success:20005090|1;
success:20016995|1;
success:20019284|1;
success:20004265|1;
success:20000218|1;
success:20022119|1;
success:20023334|1;
success:20008531|1;
success:20014486|1;
success:20023373|1;
success:20000232|1;
success:20020999|1;
success:20023936|1;
success:20012019|1;
success:20009421|1;
success:20015543|1;
success:20001093|1;
success:20027553|1;
success:20016721|1;
success:20001285|1;
success:20025346|1;
success:20022336|1;
success:20008144|1;
success:20000980|1;
success:20027513|1;
success:20027093|1;
success:20016763|1;
success:20003458|1;
success:20029222|1;
success:20025976|1;
success:20029212|1;
success:20008676|1;
success:20002051|1;
success:20021228|1;
success:20030014|1;
success:20003513|1;
success:20006144|1;
success:20000365|1;
success:20016189|1;
success:20022700|1;
success:20005020|1;
success:20008295|1;
success:20028906|1;
success:20002933|1;
success:20021374|1;
success:20008719|1;
success:20012496|1;
success:20007405|1;
success:20001497|1;
success:20008148|1;
success:20010945|1;
success:20021337|1;
success:20028831|1;
success:20022126|1;
success:20005191|1;
success:20005014|1;
success:20029750|1;
success:20029570|1;
success:20001528|1;
success:20000779|1;
success:20017244|1;
success:20004055|1;
success:20026860|1;
success:20006430|1;
success:20016804|1;
success:20008487|1;
success:20021066|1;
success:20013468|1;
success:20013814|1;
success:20000869|1;
success:20016159|1;
success:20029001|1;
success:20029201|1;
success:20019515|1;
success:20000137|1;
success:20027941|1;
success:20002879|1;
success:20025328|1;
success:20011856|1;
success:20012676|1;
success:20005981|1;
success:20008302|1;
success:20030350|1;
success:20030010|1;
success:20013542|1;
success:20025355|1;
success:20003820|1;
success:20027709|1;
success:20004651|1;
success:20026899|1;
success:20024806|1;
success:20014006|1;
success:20013648|1;
success:20024623|1;
success:20010172|1;
success:20022060|1;
success:20010495|1;
success:20010706|1;
success:20026848|1;
success:20030303|1;
success:20017764|1;
success:20019093|1;
success:20029518|1;
success:20009409|1;
success:20016367|1;
success:20005538|1;
success:20021449|1;
success:20028937|1;
success:20019388|1;
success:20006024|1;
success:20028454|1;
success:20022672|1;
success:20029423|1;
success:20027895|1;
success:20016720|1;
success:20006237|1;
success:20029488|1;
success:20031079|1;
success:20011092|1;
success:20029061|1;
success:20022425|1;
success:20007996|1;
success:20009769|1;
success:20006880|1;
success:20013902|1;
success:20030683|1;
success:20028359|1;
success:20023614|1;
success:20031571|1;
success:20030999|1;
success:20024535|1;
success:20017756|1;
success:20022692|1;
success:20017801|1;
success:21017539|7;
success:21005518|4;
success:21010687|4;
success:21002677|4;
success:21001295|3;
success:21016252|3;
success:21011456|3;
success:21003378|2;
success:21012125|2;
success:21001221|2;
success:21013180|2;
success:21014714|2;
success:21006095|2;
success:21013195|2;
success:21014476|2;
success:21003640|2;
success:21005938|2;
success:21015682|2;
success:21003131|2;
success:21018372|2;
success:21006069|2;
success:21008381|2;
success:21005426|2;
success:21014182|2;
success:21008027|2;
success:21012996|2;
success:21009346|2;
success:21008492|2;
success:21008601|2;
success:21012979|2;
success:21010994|2;
success:21006294|2;
success:21015838|2;
success:21008294|2;
success:21011575|2;
success:21003045|2;
success:21000602|2;
success:21004816|1;
success:21007121|1;
success:21011665|1;
success:21014209|1;
success:21014983|1;
success:21007558|1;
success:21018036|1;
success:21008627|1;
success:21017576|1;
success:21006053|1;
success:21009928|1;
success:21003943|1;
success:21009697|1;
success:21019052|1;
success:21009005|1;
success:21006099|1;
success:21005306|1;
success:21010202|1;
success:21008132|1;
success:21005668|1;
success:21016182|1;
success:21012104|1;
success:21017020|1;
success:21014340|1;
success:21006970|1;
success:21012815|1;
success:21018936|1;
success:21000743|1;
success:21009322|1;
success:21017878|1;
success:21003711|1;
success:21017899|1;
success:21014175|1;
success:21002551|1;
success:21008023|1;
success:21014509|1;
success:21010253|1;
success:21013204|1;
success:21011963|1;
success:21006484|1;
success:21004211|1;
success:21006976|1;
success:21007335|1;
success:21002364|1;
success:21001547|1;
success:21008218|1;
success:21001848|1;
success:21002434|1;
success:21003826|1;
success:21000058|1;
success:21010381|1;
success:21017054|1;
success:21018493|1;
success:21003060|1;
success:21004380|1;
success:21009343|1;
success:21008356|1;
success:21012941|1;
success:21003153|1;
success:21018092|1;
success:21016441|1;
success:21005224|1;
success:21008720|1;
success:21006310|1;
success:21017724|1;
success:21019141|1;
success:21009340|1;
success:21010035|1;
success:21006581|1;
success:21012981|1;
success:21008880|1;
success:21002208|1;
success:21002584|1;
success:21011679|1;
success:21019144|1;
success:21014279|1;
success:21005858|1;
success:21019214|1;
success:21008788|1;
success:21004265|1;
success:21000151|1;
success:21013046|1;
success:21009137|1;
success:21002226|1;
success:21010083|1;
success:21008869|1;
success:21013166|1;
success:21007781|1;
success:21000156|1;
success:21019093|1;
success:21013920|1;
success:21009071|1;
success:21019350|1;
success:21002691|1;
success:21004576|1;
success:21009381|1;
success:21007374|1;
success:21017086|1;
success:21011485|1;
success:21000349|1;
success:21009304|1;
success:21007193|1;
success:21008608|1;
success:21012629|1;
success:21004484|1;
success:21001862|1;
success:21014507|1;
success:21012111|1;
success:21009698|1;
success:21007213|1;
success:21000465|1;
success:21018214|1;
success:21015706|1;
success:21005941|1;
success:21003430|1;
success:21012324|1;
success:21008598|1;
success:21007364|1;
success:21007586|1;
success:21012334|1;
success:21014687|1;
success:21013971|1;
success:21007863|1;
success:21017987|1;
success:21003481|1;
success:21014223|1;
success:21011099|1;
success:21002424|1;
success:22005834|6;
success:22005715|5;
success:22009615|5;
success:22003241|4;
success:22002955|4;
success:22006346|3;
success:22005001|3;
success:22002141|3;
success:22007776|3;
success:22004735|3;
success:22002093|2;
success:22001171|2;
success:22001489|2;
success:22004352|2;
success:22010900|2;
success:22007142|2;
success:22008903|2;
success:22008686|2;
success:22002842|2;
success:22007427|2;
success:22004978|2;
success:22000456|2;
success:22011791|2;
success:22003323|2;
success:22009419|2;
success:22008429|2;
success:22006119|2;
success:22004021|2;
success:22007924|2;
success:22002384|2;
success:22002246|2;
success:22001730|2;
success:22000419|2;
success:22000797|2;
success:22007433|2;
success:22005662|2;
success:22001012|2;
success:22003066|2;
success:22007377|1;
success:22007737|1;
success:22006078|1;
success:22003058|1;
success:22002577|1;
success:22012727|1;
success:22000736|1;
success:22006631|1;
success:22002571|1;
success:22001503|1;
success:22009579|1;
success:22005875|1;
success:22007205|1;
success:22012437|1;
success:22012113|1;
success:22002446|1;
success:22004279|1;
success:22009509|1;
success:22009636|1;
success:22002287|1;
success:22004675|1;
success:22008220|1;
success:22005619|1;
success:22000578|1;
success:22006030|1;
success:22000923|1;
success:22008375|1;
success:22010271|1;
success:22009858|1;
success:22009845|1;
success:22008094|1;
success:22004681|1;
success:22005790|1;
success:22002847|1;
success:22010835|1;
success:22000343|1;
success:22012159|1;
success:22007863|1;
success:22007388|1;
success:22008560|1;
success:22003029|1;
success:22007944|1;
success:22006414|1;
success:22002689|1;
success:22009752|1;
success:22006970|1;
success:22012631|1;
success:22002411|1;
success:22006627|1;
success:22007695|1;
success:22001270|1;
success:22010352|1;
success:22005725|1;
success:22005286|1;
success:22002887|1;
success:22005035|1;
success:22006633|1;
success:22003152|1;
success:22007323|1;
success:22008141|1;
success:22008858|1;
success:22003939|1;
success:22012533|1;
success:22010912|1;
success:22000124|1;
success:22011853|1;
success:22012603|1;
success:22009328|1;
success:22004972|1;
success:22003068|1;
success:22007395|1;
success:23009016|10;
success:23006602|9;
success:23006974|4;
success:23005051|4;
success:23003132|3;
success:23009133|3;
success:23008658|3;
success:23000596|2;
success:23004339|2;
success:23007619|2;
success:23005720|2;
success:23003448|2;
success:23003846|2;
success:23010427|2;
success:23007084|2;
success:23006768|2;
success:23009970|2;
success:23006144|2;
success:23007187|2;
success:23008375|2;
success:23009251|2;
success:23000920|2;
success:23010847|2;
success:23008322|2;
success:23007189|2;
success:23001171|2;
success:23005239|2;
success:23009855|2;
success:23001196|2;
success:23005662|2;
success:23006400|1;
success:23002688|1;
success:23005784|1;
success:23002436|1;
success:23007732|1;
success:23009429|1;
success:23001312|1;
success:23003145|1;
success:23009810|1;
success:23001844|1;
success:23009655|1;
success:23001990|1;
success:23007125|1;
success:23009606|1;
success:23006398|1;
success:23008575|1;
success:23001159|1;
success:23000725|1;
success:23005872|1;
success:23000128|1;
success:23000080|1;
success:23004497|1;
success:23007425|1;
success:23001300|1;
success:23002193|1;
success:23000143|1;
success:23005763|1;
success:23004266|1;
success:23008925|1;
success:23009848|1;
success:23000908|1;
success:23006369|1;
success:23006172|1;
success:23009326|1;
success:23008726|1;
success:23004680|1;
success:23001497|1;
success:23000095|1;
success:23005299|1;
success:23005965|1;
success:23011121|1;
success:23005204|1;
success:23001290|1;
success:23001707|1;
success:23003863|1;
success:23003380|1;
success:23001644|1;
success:23009683|1;
success:23007086|1;
success:23008599|1;
success:23005504|1;
success:23009879|1;
success:23010586|1;
success:23002275|1;
success:23000654|1;
success:23002913|1;
success:23008921|1;
success:23002331|1;
success:23008592|1;
success:23002139|1;
success:23005294|1;
success:23011077|1;
success:23003569|1;
success:23004631|1;
success:23002338|1;
success:23004068|1;
success:23006076|1;
success:23008242|1;
success:23000134|1;
success:23006129|1;
success:23005301|1;
success:23005799|1;
success:23002029|1;
success:23001724|1;
success:23002618|1;
success:23005442|1;
success:23010993|1;
success:23002790|1;
success:23010970|1;
success:23010058|1;
success:23000949|1;
success:23008734|1;
success:23000067|1;
success:23002714|1;
success:23000801|1;
success:23007165|1;
success:23010107|1;
success:23004995|1;
success:23000583|1;
success:23009410|1;
success:23003811|1;
success:23000924|1;
success:23011168|1;
success:24001462|2;
success:24000112|2;
success:24001970|2;
success:24000117|1;
success:24002126|1;
success:24001777|1;
success:24001677|1;
success:24001030|1;
success:24001812|1;
success:24003321|1;
success:24000304|1;
success:24003501|1;
success:24001653|1;
success:24000466|1;
success:24000176|1;
success:24001165|1;
success:24000832|1;
success:24000027|1;
success:24002436|1;
success:24003616|1;
success:24002085|1;
success:24000923|1;
success:24003069|1;
success:24000409|1;
success:24000055|1;
success:24003472|1;
success:24000990|1;
success:24000094|1;
success:25008255|5;
success:25001295|4;
success:25001071|3;
success:25006958|3;
success:25009848|2;
success:25006212|2;
success:25003678|2;
success:25009596|2;
success:25008347|2;
success:25004170|2;
success:25010598|2;
success:25010711|2;
success:25010092|2;
success:25003967|2;
success:25000889|2;
success:25010776|2;
success:25008932|2;
success:25010555|1;
success:25011619|1;
success:25001283|1;
success:25003075|1;
success:25005377|1;
success:25000357|1;
success:25000175|1;
success:25005253|1;
success:25001497|1;
success:25008181|1;
success:25008299|1;
success:25003799|1;
success:25004678|1;
success:25003355|1;
success:25005375|1;
success:25004972|1;
success:25000009|1;
success:25009586|1;
success:25002799|1;
success:25006614|1;
success:25011364|1;
success:25009652|1;
success:25003053|1;
success:25010085|1;
success:25007686|1;
success:25007328|1;
success:25004491|1;
success:25007592|1;
success:25001914|1;
success:25007799|1;
success:25002237|1;
success:25009942|1;
success:25001649|1;
success:25009588|1;
success:25005807|1;
success:25001930|1;
success:25009595|1;
success:25000242|1;
success:25006271|1;
success:25005147|1;
success:25010398|1;
success:25009562|1;
success:26003949|4;
success:26008802|4;
success:26007782|4;
success:26007765|3;
success:26002979|3;
success:26012962|2;
success:26001164|2;
success:26006687|2;
success:26004919|2;
success:26010533|2;
success:26002189|2;
success:26004831|2;
success:26001752|2;
success:26009720|2;
success:26011806|2;
success:26000489|2;
success:26003604|2;
success:26014140|2;
success:26002526|2;
success:26006968|2;
success:26002060|2;
success:26000627|2;
success:26010061|2;
success:26004116|2;
success:26010298|1;
success:26001671|1;
